date,indicator,value,new_cases,new_deaths,total_cases,total_deaths,weekly_cases,weekly_deaths,biweekly_cases,biweekly_deaths,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
2020-10-09,Daily hospital occupancy,900.0,5975.0,13.0,162484.0,6566.0,33888.0,116.0,55939.0,216.0,0.0,0.0,0.0,0.0
2020-10-10,Daily hospital occupancy,955.0,6503.0,23.0,168987.0,6589.0,36420.0,118.0,59723.0,201.0,0.0,0.0,0.0,0.0
2020-10-11,Daily hospital occupancy,986.0,6376.0,17.0,175363.0,6606.0,38792.0,130.0,63093.0,210.0,0.0,0.0,0.0,0.0
2020-10-12,Daily hospital occupancy,1046.0,6845.0,12.0,182208.0,6618.0,41051.0,142.0,67023.0,216.0,0.0,0.0,0.0,0.0
2020-10-13,Daily hospital occupancy,1133.0,7387.0,35.0,189595.0,6653.0,43907.0,149.0,71385.0,238.0,0.0,0.0,0.0,0.0
2020-10-14,Daily hospital occupancy,1174.0,7297.0,32.0,196892.0,6685.0,46206.0,145.0,75380.0,257.0,0.0,0.0,0.0,0.0
2020-10-15,Daily hospital occupancy,1213.0,7799.0,29.0,204691.0,6714.0,48182.0,161.0,79926.0,273.0,0.0,0.0,0.0,0.0
2020-10-16,Daily hospital occupancy,1208.0,7993.0,16.0,212684.0,6730.0,50200.0,164.0,84088.0,280.0,0.0,0.0,0.0,0.0
2020-10-17,Daily hospital occupancy,1216.0,8117.0,29.0,220801.0,6759.0,51814.0,170.0,88234.0,288.0,0.0,0.0,0.0,0.0
2020-10-18,Daily hospital occupancy,1288.0,8186.0,14.0,228987.0,6773.0,53624.0,167.0,92416.0,297.0,0.0,0.0,0.0,0.0
2020-10-19,Daily hospital occupancy,1359.0,7995.0,17.0,236982.0,6790.0,54774.0,172.0,95825.0,314.0,0.0,0.0,0.0,0.0
2020-10-20,Daily hospital occupancy,1440.0,8165.0,46.0,245147.0,6836.0,55552.0,183.0,99459.0,332.0,0.0,0.0,0.0,0.0
2020-10-21,Daily hospital occupancy,1493.0,8756.0,59.0,253903.0,6895.0,57011.0,210.0,103217.0,355.0,0.0,0.0,0.0,0.0
2020-10-22,Daily hospital occupancy,1540.0,9271.0,46.0,263174.0,6941.0,58483.0,227.0,106665.0,388.0,0.0,0.0,0.0,0.0
2020-10-23,Daily hospital occupancy,1601.0,10003.0,45.0,273177.0,6986.0,60493.0,256.0,110693.0,420.0,0.0,0.0,0.0,0.0
2020-10-24,Daily hospital occupancy,1614.0,8655.0,55.0,281832.0,7041.0,61031.0,282.0,112845.0,452.0,0.0,0.0,0.0,0.0
2020-10-25,Daily hospital occupancy,1657.0,10206.0,27.0,292038.0,7068.0,63051.0,295.0,116675.0,462.0,0.0,0.0,0.0,0.0
2020-10-26,Daily hospital occupancy,1743.0,10348.0,26.0,302386.0,7094.0,65404.0,304.0,120178.0,476.0,0.0,0.0,0.0,0.0
2020-10-27,Daily hospital occupancy,1829.0,10295.0,70.0,312681.0,7164.0,67534.0,328.0,123086.0,511.0,0.0,0.0,0.0,0.0
2020-10-28,Daily hospital occupancy,1831.0,8115.0,60.0,320796.0,7224.0,66893.0,329.0,123904.0,539.0,0.0,0.0,0.0,0.0
2020-10-29,Daily hospital occupancy,1831.0,10264.0,56.0,331060.0,7280.0,67886.0,339.0,126369.0,566.0,0.0,0.0,0.0,0.0
2020-10-30,Daily hospital occupancy,1818.0,11136.0,87.0,342196.0,7367.0,69019.0,381.0,129512.0,637.0,0.0,0.0,0.0,0.0
2020-10-31,Daily hospital occupancy,1864.0,9808.0,50.0,352004.0,7417.0,70172.0,376.0,131203.0,658.0,0.0,0.0,0.0,0.0
2020-11-01,Daily hospital occupancy,1910.0,8688.0,39.0,360692.0,7456.0,68654.0,388.0,131705.0,683.0,0.0,0.0,0.0,0.0
2020-11-02,Daily hospital occupancy,1958.0,8299.0,29.0,368991.0,7485.0,66605.0,391.0,132009.0,695.0,0.0,0.0,0.0,0.0
2020-11-03,Daily hospital occupancy,2044.0,7758.0,113.0,376749.0,7598.0,64068.0,434.0,131602.0,762.0,0.0,0.0,0.0,0.0
2020-11-04,Daily hospital occupancy,1960.0,7644.0,106.0,384393.0,7704.0,63597.0,480.0,130490.0,809.0,0.0,0.0,0.0,0.0
2020-11-05,Daily hospital occupancy,1905.0,6972.0,88.0,391365.0,7792.0,60305.0,512.0,128191.0,851.0,0.0,0.0,0.0,0.0
2020-11-06,Daily hospital occupancy,1842.0,7242.0,118.0,398607.0,7910.0,56411.0,543.0,125430.0,924.0,0.0,0.0,0.0,0.0
2020-11-07,Daily hospital occupancy,1782.0,6680.0,73.0,405287.0,7983.0,53283.0,566.0,123455.0,942.0,0.0,0.0,0.0,0.0
2020-11-08,Daily hospital occupancy,1697.0,5668.0,44.0,410955.0,8027.0,50263.0,571.0,118917.0,959.0,0.0,0.0,0.0,0.0
2020-11-09,Daily hospital occupancy,1717.0,4686.0,39.0,415641.0,8066.0,46650.0,581.0,113255.0,972.0,0.0,0.0,0.0,0.0
2020-11-10,Daily hospital occupancy,1697.0,4679.0,98.0,420320.0,8164.0,43571.0,566.0,107639.0,1000.0,0.0,0.0,0.0,0.0
2020-11-11,Daily hospital occupancy,1671.0,5409.0,74.0,425729.0,8238.0,41336.0,534.0,104933.0,1014.0,0.0,0.0,0.0,0.0
2020-11-12,Daily hospital occupancy,1606.0,5638.0,89.0,431367.0,8327.0,40002.0,535.0,100307.0,1047.0,0.0,0.0,0.0,0.0
2020-11-13,Daily hospital occupancy,1572.0,6100.0,55.0,437467.0,8382.0,38860.0,472.0,95271.0,1015.0,0.0,0.0,0.0,0.0
2020-11-14,Daily hospital occupancy,1530.0,5914.0,85.0,443381.0,8467.0,38094.0,484.0,91377.0,1050.0,0.0,0.0,0.0,0.0
2020-11-15,Daily hospital occupancy,1509.0,5423.0,43.0,448804.0,8510.0,37849.0,483.0,88112.0,1054.0,0.0,0.0,0.0,0.0
2020-11-16,Daily hospital occupancy,1557.0,4836.0,44.0,453640.0,8554.0,37999.0,488.0,84649.0,1069.0,0.0,0.0,0.0,0.0
2020-11-17,Daily hospital occupancy,1570.0,4317.0,86.0,457957.0,8640.0,37637.0,476.0,81208.0,1042.0,0.0,0.0,0.0,0.0
2020-11-18,Daily hospital occupancy,1528.0,4619.0,82.0,462576.0,8722.0,36847.0,484.0,78183.0,1018.0,0.0,0.0,0.0,0.0
2020-11-19,Daily hospital occupancy,1475.0,5654.0,73.0,468230.0,8795.0,36863.0,468.0,76865.0,1003.0,0.0,0.0,0.0,0.0
2020-11-20,Daily hospital occupancy,1414.0,5943.0,52.0,474173.0,8847.0,36706.0,465.0,75566.0,937.0,0.0,0.0,0.0,0.0
2020-11-21,Daily hospital occupancy,1352.0,6083.0,48.0,480256.0,8895.0,36875.0,428.0,74969.0,912.0,0.0,0.0,0.0,0.0
2020-11-22,Daily hospital occupancy,1393.0,5399.0,21.0,485655.0,8916.0,36851.0,406.0,74700.0,889.0,0.0,0.0,0.0,0.0
2020-11-23,Daily hospital occupancy,1432.0,5175.0,54.0,490830.0,8970.0,37190.0,416.0,75189.0,904.0,0.0,0.0,0.0,0.0
2020-11-24,Daily hospital occupancy,1399.0,3934.0,90.0,494764.0,9060.0,36807.0,420.0,74444.0,896.0,0.0,0.0,0.0,0.0
2020-11-25,Daily hospital occupancy,1310.0,4925.0,74.0,499689.0,9134.0,37113.0,412.0,73960.0,896.0,0.0,0.0,0.0,0.0
2020-11-26,Daily hospital occupancy,1257.0,4475.0,75.0,504164.0,9209.0,35934.0,414.0,72797.0,882.0,0.0,0.0,0.0,0.0
2020-11-27,Daily hospital occupancy,1251.0,5755.0,83.0,509919.0,9292.0,35746.0,445.0,72452.0,910.0,0.0,0.0,0.0,0.0
2020-11-28,Daily hospital occupancy,1200.0,4468.0,59.0,514387.0,9351.0,34131.0,456.0,71006.0,884.0,0.0,0.0,0.0,0.0
2020-11-29,Daily hospital occupancy,1194.0,5585.0,23.0,519972.0,9374.0,34317.0,458.0,71168.0,864.0,0.0,0.0,0.0,0.0
2020-11-30,Daily hospital occupancy,1240.0,4572.0,27.0,524544.0,9401.0,33714.0,431.0,70904.0,847.0,0.0,0.0,0.0,0.0
2020-12-01,Daily hospital occupancy,1205.0,4048.0,62.0,528592.0,9463.0,33828.0,403.0,70635.0,823.0,0.0,0.0,0.0,0.0
2020-12-02,Daily hospital occupancy,1131.0,4924.0,66.0,533516.0,9529.0,33827.0,395.0,70940.0,807.0,0.0,0.0,0.0,0.0
2020-12-03,Daily hospital occupancy,1137.0,5639.0,61.0,539155.0,9590.0,34991.0,381.0,70925.0,795.0,0.0,0.0,0.0,0.0
2020-12-04,Daily hospital occupancy,1152.0,5889.0,59.0,545044.0,9649.0,35125.0,357.0,70871.0,802.0,0.0,0.0,0.0,0.0
2020-12-05,Daily hospital occupancy,1130.0,6540.0,39.0,551584.0,9688.0,37197.0,337.0,71328.0,793.0,0.0,0.0,0.0,0.0
2020-12-06,Daily hospital occupancy,1172.0,6779.0,25.0,558363.0,9713.0,38391.0,339.0,72708.0,797.0,0.0,0.0,0.0,0.0
2020-12-07,Daily hospital occupancy,1190.0,7083.0,17.0,565446.0,9730.0,40902.0,329.0,74616.0,760.0,0.0,0.0,0.0,0.0
2020-12-08,Daily hospital occupancy,1236.0,6152.0,71.0,571598.0,9801.0,43006.0,338.0,76834.0,741.0,0.0,0.0,0.0,0.0
2020-12-09,Daily hospital occupancy,1211.0,6552.0,66.0,578150.0,9867.0,44634.0,338.0,78461.0,733.0,0.0,0.0,0.0,0.0
2020-12-10,Daily hospital occupancy,1179.0,8736.0,61.0,586886.0,9928.0,47731.0,338.0,82722.0,719.0,0.0,0.0,0.0,0.0
2020-12-11,Daily hospital occupancy,1209.0,8862.0,64.0,595748.0,9992.0,50704.0,343.0,85829.0,700.0,0.0,0.0,0.0,0.0
2020-12-12,Daily hospital occupancy,1242.0,9087.0,53.0,604835.0,10045.0,53251.0,357.0,90448.0,694.0,0.0,0.0,0.0,0.0
2020-12-13,Daily hospital occupancy,1270.0,9884.0,29.0,614719.0,10074.0,56356.0,361.0,94747.0,700.0,0.0,0.0,0.0,0.0
2020-12-14,Daily hospital occupancy,1369.0,8474.0,34.0,623193.0,10108.0,57747.0,378.0,98649.0,707.0,0.0,0.0,0.0,0.0
2020-12-15,Daily hospital occupancy,1430.0,6653.0,86.0,629846.0,10194.0,58248.0,393.0,101254.0,731.0,0.0,0.0,0.0,0.0
2020-12-16,Daily hospital occupancy,1438.0,11176.0,78.0,641022.0,10272.0,62872.0,405.0,107506.0,743.0,0.0,0.0,0.0,0.0
2020-12-17,Daily hospital occupancy,1467.0,12797.0,75.0,653819.0,10347.0,66933.0,419.0,114664.0,757.0,0.0,0.0,0.0,0.0
2020-12-18,Daily hospital occupancy,1485.0,11952.0,84.0,665771.0,10431.0,70023.0,439.0,120727.0,782.0,0.0,0.0,0.0,0.0
2020-12-19,Daily hospital occupancy,1505.0,12225.0,54.0,677996.0,10485.0,73161.0,440.0,126412.0,797.0,0.0,0.0,0.0,0.0
2020-12-20,Daily hospital occupancy,1533.0,13037.0,32.0,691033.0,10517.0,76314.0,443.0,132670.0,804.0,0.0,0.0,0.0,0.0
2020-12-21,Daily hospital occupancy,1576.0,11178.0,28.0,702211.0,10545.0,79018.0,437.0,136765.0,815.0,0.0,0.0,0.0,0.0
2020-12-22,Daily hospital occupancy,1703.0,9834.0,114.0,712045.0,10659.0,82199.0,465.0,140447.0,858.0,0.0,0.0,0.0,0.0
2020-12-23,Daily hospital occupancy,1686.0,10396.0,104.0,722441.0,10763.0,81419.0,491.0,144291.0,896.0,0.0,0.0,0.0,0.0
2020-12-24,Daily hospital occupancy,1712.0,11514.0,89.0,733955.0,10852.0,80136.0,505.0,147069.0,924.0,0.0,0.0,0.0,0.0
2020-12-25,Daily hospital occupancy,1704.0,11495.0,98.0,745450.0,10950.0,79679.0,519.0,149702.0,958.0,0.0,0.0,0.0,0.0
2020-12-26,Daily hospital occupancy,1734.0,9848.0,46.0,755298.0,10996.0,77302.0,511.0,150463.0,951.0,0.0,0.0,0.0,0.0
2020-12-27,Daily hospital occupancy,1797.0,9080.0,28.0,764378.0,11024.0,73345.0,507.0,149659.0,950.0,0.0,0.0,0.0,0.0
2020-12-28,Daily hospital occupancy,1922.0,7433.0,45.0,771811.0,11069.0,69600.0,524.0,148618.0,961.0,0.0,0.0,0.0,0.0
2020-12-29,Daily hospital occupancy,2077.0,7514.0,170.0,779325.0,11239.0,67280.0,580.0,149479.0,1045.0,0.0,0.0,0.0,0.0
2020-12-30,Daily hospital occupancy,2002.0,9409.0,112.0,788734.0,11351.0,66293.0,588.0,147712.0,1079.0,0.0,0.0,0.0,0.0
2020-12-31,Daily hospital occupancy,2104.0,9703.0,108.0,798437.0,11459.0,64482.0,607.0,144618.0,1112.0,0.0,0.0,0.0,0.0
2021-01-01,Daily hospital occupancy,1957.0,8185.0,97.0,806622.0,11556.0,61172.0,606.0,140851.0,1125.0,0.0,0.0,0.0,0.0
2021-01-02,Daily hospital occupancy,2005.0,8605.0,36.0,815227.0,11592.0,59929.0,596.0,137231.0,1107.0,0.0,0.0,0.0,0.0
2021-01-03,Daily hospital occupancy,2006.0,7398.0,47.0,822625.0,11639.0,58247.0,615.0,131592.0,1122.0,0.0,0.0,0.0,0.0
2021-01-04,Daily hospital occupancy,2130.0,6566.0,63.0,829191.0,11702.0,57380.0,633.0,126980.0,1157.0,0.0,0.0,0.0,0.0
2021-01-05,Daily hospital occupancy,2159.0,6377.0,151.0,835568.0,11853.0,56243.0,614.0,123523.0,1194.0,0.0,0.0,0.0,0.0
2021-01-06,Daily hospital occupancy,2131.0,7107.0,173.0,842675.0,12026.0,53941.0,675.0,120234.0,1263.0,0.0,0.0,0.0,0.0
2021-01-07,Daily hospital occupancy,2052.0,9646.0,85.0,852321.0,12111.0,53884.0,652.0,118366.0,1259.0,0.0,0.0,0.0,0.0
2021-01-08,Daily hospital occupancy,1936.0,8147.0,87.0,860468.0,12198.0,53846.0,642.0,115018.0,1248.0,0.0,0.0,0.0,0.0
2021-01-09,Daily hospital occupancy,1874.0,7321.0,136.0,867789.0,12334.0,52562.0,742.0,112491.0,1338.0,33758.0,33758.0,0.0,0.0
2021-01-10,Daily hospital occupancy,1850.0,6613.0,54.0,874402.0,12388.0,51777.0,749.0,110024.0,1364.0,39929.857142857145,39929.857142857145,0.0,0.0
2021-01-11,Daily hospital occupancy,1926.0,5436.0,50.0,879838.0,12438.0,50647.0,736.0,108027.0,1369.0,46101.71428571429,46101.71428571429,0.0,0.0
2021-01-12,Daily hospital occupancy,1945.0,4886.0,152.0,884724.0,12590.0,49156.0,737.0,105399.0,1351.0,52273.57142857143,52273.57142857143,0.0,0.0
2021-01-13,Daily hospital occupancy,1821.0,6104.0,122.0,890828.0,12712.0,48153.0,686.0,102094.0,1361.0,58445.42857142857,58445.42857142857,0.0,0.0
2021-01-14,Daily hospital occupancy,1814.0,6488.0,89.0,897316.0,12801.0,44995.0,690.0,98879.0,1342.0,64617.28571428572,64617.28571428572,0.0,0.0
2021-01-15,Daily hospital occupancy,1784.0,6021.0,94.0,903337.0,12895.0,42869.0,697.0,96715.0,1339.0,70789.14285714286,70789.14285714286,0.0,0.0
2021-01-16,Daily hospital occupancy,1694.0,5260.0,97.0,908597.0,12992.0,40808.0,658.0,93370.0,1400.0,76961.0,76961.0,0.0,0.0
2021-01-17,Daily hospital occupancy,1708.0,5613.0,41.0,914210.0,13033.0,39808.0,645.0,91585.0,1394.0,89725.71428571429,89725.71428571429,0.0,0.0
2021-01-18,Daily hospital occupancy,1744.0,4767.0,50.0,918977.0,13083.0,39139.0,645.0,89786.0,1381.0,102490.42857142858,102490.42857142858,0.0,0.0
2021-01-19,Daily hospital occupancy,1767.0,4280.0,106.0,923257.0,13189.0,38533.0,599.0,87689.0,1336.0,115255.14285714286,115255.14285714286,0.0,0.0
2021-01-20,Daily hospital occupancy,1709.0,5556.0,86.0,928813.0,13275.0,37985.0,563.0,86138.0,1249.0,128019.85714285714,128019.85714285714,0.0,0.0
2021-01-21,Daily hospital occupancy,1667.0,5779.0,89.0,934592.0,13364.0,37276.0,563.0,82271.0,1253.0,140784.57142857142,140784.57142857142,0.0,0.0
2021-01-22,Daily hospital occupancy,1684.0,5760.0,85.0,940352.0,13449.0,37015.0,554.0,79884.0,1251.0,153549.2857142857,153549.2857142857,0.0,0.0
2021-01-23,Daily hospital occupancy,1633.0,5414.0,88.0,945766.0,13537.0,37169.0,545.0,77977.0,1203.0,166314.0,166314.0,0.0,0.0
2021-01-24,Daily hospital occupancy,1667.0,4920.0,30.0,950686.0,13567.0,36476.0,534.0,76284.0,1179.0,192740.0,192392.85714285713,347.14285714285717,0.0
2021-01-25,Daily hospital occupancy,1720.0,4022.0,39.0,954708.0,13606.0,35731.0,523.0,74870.0,1168.0,219166.0,218471.7142857143,694.2857142857143,0.0
2021-01-26,Daily hospital occupancy,1705.0,3926.0,86.0,958634.0,13692.0,35377.0,503.0,73910.0,1102.0,245592.0,244550.57142857142,1041.4285714285716,0.0
2021-01-27,Daily hospital occupancy,1648.0,4766.0,68.0,963400.0,13760.0,34587.0,485.0,72572.0,1048.0,272018.0,270629.4285714286,1388.5714285714287,0.0
2021-01-28,Daily hospital occupancy,1595.0,4674.0,83.0,968074.0,13843.0,33482.0,479.0,70758.0,1042.0,298444.0,296708.2857142857,1735.7142857142858,0.0
2021-01-29,Daily hospital occupancy,1572.0,4375.0,56.0,972449.0,13899.0,32097.0,450.0,69112.0,1004.0,324870.0,322787.14285714284,2082.857142857143,0.0
2021-01-30,Daily hospital occupancy,1600.0,4179.0,87.0,976628.0,13986.0,30862.0,449.0,68031.0,994.0,351296.0,348866.0,2430.0,0.0
2021-01-31,Daily hospital occupancy,1573.0,3700.0,39.0,980328.0,14025.0,29642.0,458.0,66118.0,992.0,382713.71428571426,376854.0,5859.714285714286,0.0
2021-02-01,Daily hospital occupancy,1631.0,3205.0,27.0,983533.0,14052.0,28825.0,446.0,64556.0,969.0,414131.4285714286,404842.0,9289.428571428572,0.0
2021-02-02,Daily hospital occupancy,1640.0,3576.0,83.0,987109.0,14135.0,28475.0,443.0,63852.0,946.0,445549.14285714284,432830.0,12719.142857142857,0.0
2021-02-03,Daily hospital occupancy,1601.0,4027.0,61.0,991136.0,14196.0,27736.0,436.0,62323.0,921.0,476966.85714285716,460818.0,16148.857142857143,0.0
2021-02-04,Daily hospital occupancy,1519.0,4205.0,65.0,995341.0,14261.0,27267.0,418.0,60749.0,897.0,508384.5714285714,488806.0,19578.571428571428,0.0
2021-02-05,Daily hospital occupancy,1479.0,4331.0,60.0,999672.0,14321.0,27223.0,422.0,59320.0,872.0,539802.2857142857,516794.0,23008.285714285714,0.0
2021-02-06,Daily hospital occupancy,1436.0,4082.0,61.0,1003754.0,14382.0,27126.0,396.0,57988.0,845.0,571220.0,544782.0,26438.0,0.0
2021-02-07,Daily hospital occupancy,1445.0,3934.0,48.0,1007688.0,14430.0,27360.0,405.0,57002.0,863.0,602185.5714285715,565588.1428571428,36597.42857142857,0.0
2021-02-08,Daily hospital occupancy,1492.0,2231.0,25.0,1009919.0,14455.0,26386.0,403.0,55211.0,849.0,633151.1428571428,586394.2857142857,46756.857142857145,0.0
2021-02-09,Daily hospital occupancy,1460.0,1758.0,83.0,1011677.0,14538.0,24568.0,403.0,53043.0,846.0,664116.7142857143,607200.4285714286,56916.28571428571,0.0
2021-02-10,Daily hospital occupancy,1457.0,3203.0,79.0,1014880.0,14617.0,23744.0,421.0,51480.0,857.0,695082.2857142857,628006.5714285715,67075.71428571429,0.0
2021-02-11,Daily hospital occupancy,1415.0,4407.0,72.0,1019287.0,14689.0,23946.0,428.0,51213.0,846.0,726047.8571428572,648812.7142857143,77235.14285714286,0.0
2021-02-12,Daily hospital occupancy,1370.0,4347.0,65.0,1023634.0,14754.0,23962.0,433.0,51185.0,855.0,757013.4285714286,669618.8571428572,87394.57142857142,0.0
2021-02-13,Daily hospital occupancy,1325.0,4197.0,66.0,1027831.0,14820.0,24077.0,438.0,51203.0,834.0,787979.0,690425.0,97554.0,0.0
2021-02-14,Daily hospital occupancy,1329.0,3451.0,23.0,1031282.0,14843.0,23594.0,413.0,50954.0,818.0,823665.0,716588.0,107077.0,0.0
2021-02-15,Daily hospital occupancy,1386.0,2813.0,27.0,1034095.0,14870.0,24176.0,415.0,50562.0,818.0,859351.0,742751.0,116600.0,0.0
2021-02-16,Daily hospital occupancy,1400.0,2713.0,86.0,1036808.0,14956.0,25131.0,418.0,49699.0,821.0,895037.0,768914.0,126123.0,0.0
2021-02-17,Daily hospital occupancy,1399.0,3369.0,88.0,1040177.0,15044.0,25297.0,427.0,49041.0,848.0,930723.0,795077.0,135646.0,0.0
2021-02-18,Daily hospital occupancy,1408.0,4524.0,72.0,1044701.0,15116.0,25414.0,427.0,49360.0,855.0,966409.0,821240.0,145169.0,0.0
2021-02-19,Daily hospital occupancy,1433.0,4732.0,49.0,1049433.0,15165.0,25799.0,411.0,49761.0,844.0,1002095.0,847403.0,154692.0,0.0
2021-02-20,Daily hospital occupancy,1336.0,4565.0,62.0,1053998.0,15227.0,26167.0,407.0,50244.0,845.0,1037781.0,873566.0,164215.0,0.0
2021-02-21,Daily hospital occupancy,1315.0,4674.0,17.0,1058672.0,15244.0,27390.0,401.0,50984.0,814.0,1087013.0,906629.2857142857,180383.7142857143,0.0
2021-02-22,Daily hospital occupancy,1347.0,4171.0,32.0,1062843.0,15276.0,28748.0,406.0,52924.0,821.0,1136245.0,939692.5714285715,196552.42857142858,0.0
2021-02-23,Daily hospital occupancy,1379.0,3802.0,94.0,1066645.0,15370.0,29837.0,414.0,54968.0,832.0,1185477.0,972755.8571428572,212721.14285714284,0.0
2021-02-24,Daily hospital occupancy,1350.0,4365.0,63.0,1071010.0,15433.0,30833.0,389.0,56130.0,816.0,1234709.0,1005819.1428571428,228889.85714285716,0.0
2021-02-25,Daily hospital occupancy,1361.0,5012.0,32.0,1076022.0,15465.0,31321.0,349.0,56735.0,776.0,1283941.0,1038882.4285714286,245058.57142857142,0.0
2021-02-26,Daily hospital occupancy,1339.0,5115.0,65.0,1081137.0,15530.0,31704.0,365.0,57503.0,776.0,1333173.0,1071945.7142857143,261227.2857142857,0.0
2021-02-27,Daily hospital occupancy,1291.0,4939.0,40.0,1086076.0,15570.0,32078.0,343.0,58245.0,750.0,1382405.0,1105009.0,277396.0,0.0
2021-02-28,Daily hospital occupancy,1322.0,4671.0,20.0,1090747.0,15590.0,32075.0,346.0,59465.0,747.0,1424416.5714285714,1134957.5714285714,289459.0,0.0
2021-03-01,Daily hospital occupancy,1375.0,3765.0,21.0,1094512.0,15611.0,31669.0,335.0,60417.0,741.0,1466428.142857143,1164906.142857143,301522.0,0.0
2021-03-02,Daily hospital occupancy,1444.0,3982.0,65.0,1098494.0,15676.0,31849.0,306.0,61686.0,720.0,1508439.7142857143,1194854.7142857143,313585.0,0.0
2021-03-03,Daily hospital occupancy,1397.0,5001.0,48.0,1103495.0,15724.0,32485.0,291.0,63318.0,680.0,1550451.2857142857,1224803.2857142857,325648.0,0.0
2021-03-04,Daily hospital occupancy,1384.0,4115.0,33.0,1107610.0,15757.0,31588.0,292.0,62909.0,641.0,1592462.857142857,1254751.857142857,337711.0,0.0
2021-03-05,Daily hospital occupancy,1370.0,4670.0,32.0,1112280.0,15789.0,31143.0,259.0,62847.0,624.0,1634474.4285714286,1284700.4285714286,349774.0,0.0
2021-03-06,Daily hospital occupancy,1321.0,5339.0,41.0,1117619.0,15830.0,31543.0,260.0,63621.0,603.0,1676486.0,1314649.0,361837.0,0.0
2021-03-07,Daily hospital occupancy,1306.0,4526.0,30.0,1122145.0,15860.0,31398.0,270.0,63473.0,616.0,1717216.4285714286,1342857.2857142857,374359.14285714284,0.0
2021-03-08,Daily hospital occupancy,1347.0,3838.0,28.0,1125983.0,15888.0,31471.0,277.0,63140.0,612.0,1757946.857142857,1371065.5714285714,386881.28571428574,0.0
2021-03-09,Daily hospital occupancy,1407.0,4295.0,56.0,1130278.0,15944.0,31784.0,268.0,63633.0,574.0,1798677.2857142857,1399273.857142857,399403.4285714286,0.0
2021-03-10,Daily hospital occupancy,1353.0,5273.0,31.0,1135551.0,15975.0,32056.0,251.0,64541.0,542.0,1839407.7142857143,1427482.142857143,411925.5714285714,0.0
2021-03-11,Daily hospital occupancy,1353.0,5323.0,50.0,1140874.0,16025.0,33264.0,268.0,64852.0,560.0,1880138.142857143,1455690.4285714286,424447.71428571426,0.0
2021-03-12,Daily hospital occupancy,1334.0,6030.0,26.0,1146904.0,16051.0,34624.0,262.0,65767.0,521.0,1920868.5714285714,1483898.7142857143,436969.85714285716,0.0
2021-03-13,Daily hospital occupancy,1321.0,6396.0,22.0,1153300.0,16073.0,35681.0,243.0,67224.0,503.0,1961599.0,1512107.0,449492.0,0.0
2021-03-14,Daily hospital occupancy,1368.0,5974.0,23.0,1159274.0,16096.0,37129.0,236.0,68527.0,506.0,1992232.4285714286,1524517.7142857143,467714.71428571426,0.0
2021-03-15,Daily hospital occupancy,1455.0,5472.0,18.0,1164746.0,16114.0,38763.0,226.0,70234.0,503.0,2022865.857142857,1536928.4285714286,485937.4285714286,0.0
2021-03-16,Daily hospital occupancy,1451.0,4905.0,32.0,1169651.0,16146.0,39373.0,202.0,71157.0,470.0,2053499.2857142857,1549339.142857143,504160.14285714284,0.0
2021-03-17,Daily hospital occupancy,1424.0,5929.0,46.0,1175580.0,16192.0,40029.0,217.0,72085.0,468.0,2084132.7142857143,1561749.857142857,522382.85714285716,0.0
2021-03-18,Daily hospital occupancy,1436.0,6125.0,33.0,1181705.0,16225.0,40831.0,200.0,74095.0,468.0,2114766.1428571427,1574160.5714285714,540605.5714285715,0.0
2021-03-19,Daily hospital occupancy,1462.0,7381.0,46.0,1189086.0,16271.0,42182.0,220.0,76806.0,482.0,2145399.5714285714,1586571.2857142857,558828.2857142857,0.0
2021-03-20,Daily hospital occupancy,1445.0,7595.0,16.0,1196681.0,16287.0,43381.0,214.0,79062.0,457.0,2176033.0,1598982.0,577051.0,0.0
2021-03-21,Daily hospital occupancy,1462.0,6965.0,15.0,1203646.0,16302.0,44372.0,206.0,81501.0,442.0,2218605.5714285714,1627467.7142857143,591137.8571428572,0.0
2021-03-22,Daily hospital occupancy,1555.0,6264.0,15.0,1209910.0,16317.0,45164.0,203.0,83927.0,429.0,2261178.1428571427,1655953.4285714286,605224.7142857143,0.0
2021-03-23,Daily hospital occupancy,1575.0,5564.0,49.0,1215474.0,16366.0,45823.0,220.0,85196.0,422.0,2303750.714285714,1684439.142857143,619311.5714285715,0.0
2021-03-24,Daily hospital occupancy,1562.0,7585.0,32.0,1223059.0,16398.0,47479.0,206.0,87508.0,423.0,2346323.285714286,1712924.857142857,633398.4285714285,0.0
2021-03-25,Daily hospital occupancy,1573.0,7706.0,26.0,1230765.0,16424.0,49060.0,199.0,89891.0,399.0,2388895.8571428573,1741410.5714285714,647485.2857142857,0.0
2021-03-26,Daily hospital occupancy,1596.0,7562.0,24.0,1238327.0,16448.0,49241.0,177.0,91423.0,397.0,2431468.4285714286,1769896.2857142857,661572.1428571428,0.0
2021-03-27,Daily hospital occupancy,1595.0,8810.0,29.0,1247137.0,16477.0,50456.0,190.0,93837.0,404.0,2474041.0,1798382.0,675659.0,0.0
2021-03-28,Daily hospital occupancy,1593.0,7430.0,15.0,1254567.0,16492.0,50921.0,190.0,95293.0,396.0,2538466.285714286,1847157.4285714286,691308.8571428572,0.0
2021-03-29,Daily hospital occupancy,1667.0,6722.0,10.0,1261289.0,16502.0,51379.0,185.0,96543.0,388.0,2602891.5714285714,1895932.857142857,706958.7142857143,0.0
