date,indicator,value,new_cases,new_deaths,total_cases,total_deaths,weekly_cases,weekly_deaths,biweekly_cases,biweekly_deaths,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
2020-04-06,Daily hospital occupancy,2912.0,964.0,103.0,18840.0,1873.0,7084.0,1009.0,14089.0,1660.0,0.0,0.0,0.0,0.0
2020-04-07,Daily hospital occupancy,2713.0,780.0,234.0,19620.0,2107.0,7019.0,1068.0,14058.0,1831.0,0.0,0.0,0.0,0.0
2020-04-08,Daily hospital occupancy,2864.0,969.0,147.0,20589.0,2254.0,6959.0,1080.0,14174.0,1898.0,0.0,0.0,0.0,0.0
2020-04-09,Daily hospital occupancy,2733.0,1216.0,148.0,21805.0,2402.0,7090.0,1062.0,14371.0,1968.0,0.0,0.0,0.0,0.0
2020-04-10,Daily hospital occupancy,2675.0,1342.0,117.0,23147.0,2519.0,7401.0,1030.0,14541.0,1973.0,0.0,0.0,0.0,0.0
2020-04-11,Daily hospital occupancy,2685.0,1316.0,133.0,24463.0,2652.0,7813.0,997.0,14698.0,2013.0,0.0,0.0,0.0,0.0
2020-04-12,Daily hospital occupancy,2532.0,1174.0,94.0,25637.0,2746.0,7761.0,976.0,14765.0,1975.0,0.0,0.0,0.0,0.0
2020-04-13,Daily hospital occupancy,2415.0,964.0,86.0,26601.0,2832.0,7761.0,959.0,14845.0,1968.0,0.0,0.0,0.0,0.0
2020-04-14,Daily hospital occupancy,2391.0,870.0,122.0,27471.0,2954.0,7851.0,847.0,14870.0,1915.0,0.0,0.0,0.0,0.0
2020-04-15,Daily hospital occupancy,2355.0,735.0,189.0,28206.0,3143.0,7617.0,889.0,14576.0,1969.0,0.0,0.0,0.0,0.0
2020-04-16,Daily hospital occupancy,2377.0,1065.0,181.0,29271.0,3324.0,7466.0,922.0,14556.0,1984.0,0.0,0.0,0.0,0.0
2020-04-17,Daily hospital occupancy,2286.0,1235.0,144.0,30506.0,3468.0,7359.0,949.0,14760.0,1979.0,0.0,0.0,0.0,0.0
2020-04-18,Daily hospital occupancy,2266.0,1147.0,142.0,31653.0,3610.0,7190.0,958.0,15003.0,1955.0,0.0,0.0,0.0,0.0
2020-04-19,Daily hospital occupancy,2149.0,1069.0,84.0,32722.0,3694.0,7085.0,948.0,14846.0,1924.0,0.0,0.0,0.0,0.0
2020-04-20,Daily hospital occupancy,2165.0,750.0,67.0,33472.0,3761.0,6871.0,929.0,14632.0,1888.0,0.0,0.0,0.0,0.0
2020-04-21,Daily hospital occupancy,2157.0,729.0,165.0,34201.0,3926.0,6730.0,972.0,14581.0,1819.0,0.0,0.0,0.0,0.0
2020-04-22,Daily hospital occupancy,2069.0,712.0,139.0,34913.0,4065.0,6707.0,922.0,14324.0,1811.0,0.0,0.0,0.0,0.0
2020-04-23,Daily hospital occupancy,1856.0,889.0,124.0,35802.0,4189.0,6531.0,865.0,13997.0,1787.0,0.0,0.0,0.0,0.0
2020-04-24,Daily hospital occupancy,1765.0,806.0,112.0,36608.0,4301.0,6102.0,833.0,13461.0,1782.0,0.0,0.0,0.0,0.0
2020-04-25,Daily hospital occupancy,1746.0,655.0,120.0,37263.0,4421.0,5610.0,811.0,12800.0,1769.0,0.0,0.0,0.0,0.0
2020-04-26,Daily hospital occupancy,1704.0,656.0,67.0,37919.0,4488.0,5197.0,794.0,12282.0,1742.0,0.0,0.0,0.0,0.0
2020-04-27,Daily hospital occupancy,1626.0,400.0,43.0,38319.0,4531.0,4847.0,770.0,11718.0,1699.0,0.0,0.0,0.0,0.0
2020-04-28,Daily hospital occupancy,1569.0,172.0,48.0,38491.0,4579.0,4290.0,653.0,11020.0,1625.0,0.0,0.0,0.0,0.0
2020-04-29,Daily hospital occupancy,1575.0,386.0,145.0,38877.0,4724.0,3964.0,659.0,10671.0,1581.0,0.0,0.0,0.0,0.0
2020-04-30,Daily hospital occupancy,1471.0,514.0,84.0,39391.0,4808.0,3589.0,619.0,10120.0,1484.0,0.0,0.0,0.0,0.0
2020-05-01,Daily hospital occupancy,1468.0,476.0,98.0,39867.0,4906.0,3259.0,605.0,9361.0,1438.0,0.0,0.0,0.0,0.0
2020-05-02,Daily hospital occupancy,1494.0,445.0,94.0,40312.0,5000.0,3049.0,579.0,8659.0,1390.0,0.0,0.0,0.0,0.0
2020-05-03,Daily hospital occupancy,1380.0,335.0,69.0,40647.0,5069.0,2728.0,581.0,7925.0,1375.0,0.0,0.0,0.0,0.0
2020-05-04,Daily hospital occupancy,1333.0,199.0,26.0,40846.0,5095.0,2527.0,564.0,7374.0,1334.0,0.0,0.0,0.0,0.0
2020-05-05,Daily hospital occupancy,1333.0,317.0,87.0,41163.0,5182.0,2672.0,603.0,6962.0,1256.0,0.0,0.0,0.0,0.0
2020-05-06,Daily hospital occupancy,1352.0,232.0,36.0,41395.0,5218.0,2518.0,494.0,6482.0,1153.0,0.0,0.0,0.0,0.0
2020-05-07,Daily hospital occupancy,1286.0,455.0,84.0,41850.0,5302.0,2459.0,494.0,6048.0,1113.0,0.0,0.0,0.0,0.0
2020-05-08,Daily hospital occupancy,1189.0,319.0,71.0,42169.0,5373.0,2302.0,467.0,5561.0,1072.0,0.0,0.0,0.0,0.0
2020-05-09,Daily hospital occupancy,1132.0,289.0,64.0,42458.0,5437.0,2146.0,437.0,5195.0,1016.0,0.0,0.0,0.0,0.0
2020-05-10,Daily hospital occupancy,1054.0,245.0,18.0,42703.0,5455.0,2056.0,386.0,4784.0,967.0,0.0,0.0,0.0,0.0
2020-05-11,Daily hospital occupancy,1118.0,161.0,16.0,42864.0,5471.0,2018.0,376.0,4545.0,940.0,0.0,0.0,0.0,0.0
2020-05-12,Daily hospital occupancy,1110.0,196.0,54.0,43060.0,5525.0,1897.0,343.0,4569.0,946.0,0.0,0.0,0.0,0.0
2020-05-13,Daily hospital occupancy,1031.0,227.0,52.0,43287.0,5577.0,1892.0,359.0,4410.0,853.0,0.0,0.0,0.0,0.0
2020-05-14,Daily hospital occupancy,1029.0,270.0,28.0,43557.0,5605.0,1707.0,303.0,4166.0,797.0,0.0,0.0,0.0,0.0
2020-05-15,Daily hospital occupancy,981.0,200.0,53.0,43757.0,5658.0,1588.0,285.0,3890.0,752.0,0.0,0.0,0.0,0.0
2020-05-16,Daily hospital occupancy,971.0,190.0,27.0,43947.0,5685.0,1489.0,248.0,3635.0,685.0,0.0,0.0,0.0,0.0
2020-05-17,Daily hospital occupancy,919.0,125.0,10.0,44072.0,5695.0,1369.0,240.0,3425.0,626.0,0.0,0.0,0.0,0.0
2020-05-18,Daily hospital occupancy,909.0,146.0,14.0,44218.0,5709.0,1354.0,238.0,3372.0,614.0,0.0,0.0,0.0,0.0
2020-05-19,Daily hospital occupancy,933.0,108.0,21.0,44326.0,5730.0,1266.0,205.0,3163.0,548.0,0.0,0.0,0.0,0.0
2020-05-20,Daily hospital occupancy,922.0,198.0,33.0,44524.0,5763.0,1237.0,186.0,3129.0,545.0,0.0,0.0,0.0,0.0
2020-05-21,Daily hospital occupancy,911.0,253.0,27.0,44777.0,5790.0,1220.0,185.0,2927.0,488.0,0.0,0.0,0.0,0.0
2020-05-22,Daily hospital occupancy,863.0,188.0,13.0,44965.0,5803.0,1208.0,145.0,2796.0,430.0,0.0,0.0,0.0,0.0
2020-05-23,Daily hospital occupancy,811.0,176.0,23.0,45141.0,5826.0,1194.0,141.0,2683.0,389.0,0.0,0.0,0.0,0.0
2020-05-24,Daily hospital occupancy,730.0,172.0,11.0,45313.0,5837.0,1241.0,142.0,2610.0,382.0,0.0,0.0,0.0,0.0
2020-05-25,Daily hospital occupancy,756.0,209.0,8.0,45522.0,5845.0,1304.0,136.0,2658.0,374.0,0.0,0.0,0.0,0.0
2020-05-26,Daily hospital occupancy,698.0,133.0,26.0,45655.0,5871.0,1329.0,141.0,2595.0,346.0,0.0,0.0,0.0,0.0
2020-05-27,Daily hospital occupancy,723.0,190.0,15.0,45845.0,5886.0,1321.0,123.0,2558.0,309.0,0.0,0.0,0.0,0.0
2020-05-28,Daily hospital occupancy,695.0,182.0,32.0,46027.0,5918.0,1250.0,128.0,2470.0,313.0,0.0,0.0,0.0,0.0
2020-05-29,Daily hospital occupancy,618.0,176.0,28.0,46203.0,5946.0,1238.0,143.0,2446.0,288.0,0.0,0.0,0.0,0.0
2020-05-30,Daily hospital occupancy,589.0,131.0,20.0,46334.0,5966.0,1193.0,140.0,2387.0,281.0,0.0,0.0,0.0,0.0
2020-05-31,Daily hospital occupancy,544.0,185.0,5.0,46519.0,5971.0,1206.0,134.0,2447.0,276.0,0.0,0.0,0.0,0.0
2020-06-01,Daily hospital occupancy,542.0,103.0,6.0,46622.0,5977.0,1100.0,132.0,2404.0,268.0,0.0,0.0,0.0,0.0
2020-06-02,Daily hospital occupancy,516.0,102.0,5.0,46724.0,5982.0,1069.0,111.0,2398.0,252.0,0.0,0.0,0.0,0.0
2020-06-03,Daily hospital occupancy,496.0,86.0,10.0,46810.0,5992.0,965.0,106.0,2286.0,229.0,0.0,0.0,0.0,0.0
2020-06-04,Daily hospital occupancy,481.0,209.0,13.0,47019.0,6005.0,992.0,87.0,2242.0,215.0,0.0,0.0,0.0,0.0
2020-06-05,Daily hospital occupancy,469.0,210.0,15.0,47229.0,6020.0,1026.0,74.0,2264.0,217.0,0.0,0.0,0.0,0.0
2020-06-06,Daily hospital occupancy,456.0,183.0,6.0,47412.0,6026.0,1078.0,60.0,2271.0,200.0,0.0,0.0,0.0,0.0
2020-06-07,Daily hospital occupancy,443.0,239.0,2.0,47651.0,6028.0,1132.0,57.0,2338.0,191.0,0.0,0.0,0.0,0.0
2020-06-08,Daily hospital occupancy,400.0,165.0,3.0,47816.0,6031.0,1194.0,54.0,2294.0,186.0,0.0,0.0,0.0,0.0
2020-06-09,Daily hospital occupancy,346.0,164.0,15.0,47980.0,6046.0,1256.0,64.0,2325.0,175.0,0.0,0.0,0.0,0.0
2020-06-10,Daily hospital occupancy,333.0,184.0,11.0,48164.0,6057.0,1354.0,65.0,2319.0,171.0,0.0,0.0,0.0,0.0
2020-06-11,Daily hospital occupancy,297.0,164.0,2.0,48328.0,6059.0,1309.0,54.0,2301.0,141.0,0.0,0.0,0.0,0.0
2020-06-12,Daily hospital occupancy,279.0,210.0,9.0,48538.0,6068.0,1309.0,48.0,2335.0,122.0,0.0,0.0,0.0,0.0
2020-06-13,Daily hospital occupancy,289.0,179.0,4.0,48717.0,6072.0,1305.0,46.0,2383.0,106.0,0.0,0.0,0.0,0.0
2020-06-14,Daily hospital occupancy,277.0,143.0,2.0,48860.0,6074.0,1209.0,46.0,2341.0,103.0,0.0,0.0,0.0,0.0
2020-06-15,Daily hospital occupancy,281.0,165.0,6.0,49025.0,6080.0,1209.0,49.0,2403.0,103.0,0.0,0.0,0.0,0.0
2020-06-16,Daily hospital occupancy,280.0,139.0,5.0,49164.0,6085.0,1184.0,39.0,2440.0,103.0,0.0,0.0,0.0,0.0
2020-06-17,Daily hospital occupancy,289.0,117.0,4.0,49281.0,6089.0,1117.0,32.0,2471.0,97.0,0.0,0.0,0.0,0.0
2020-06-18,Daily hospital occupancy,261.0,115.0,4.0,49396.0,6093.0,1068.0,34.0,2377.0,88.0,0.0,0.0,0.0,0.0
2020-06-19,Daily hospital occupancy,235.0,107.0,3.0,49503.0,6096.0,965.0,28.0,2274.0,76.0,0.0,0.0,0.0,0.0
2020-06-20,Daily hospital occupancy,220.0,76.0,8.0,49579.0,6104.0,862.0,32.0,2167.0,78.0,0.0,0.0,0.0,0.0
2020-06-21,Daily hospital occupancy,221.0,91.0,1.0,49670.0,6105.0,810.0,31.0,2019.0,77.0,0.0,0.0,0.0,0.0
2020-06-22,Daily hospital occupancy,194.0,65.0,0.0,49735.0,6105.0,710.0,25.0,1919.0,74.0,0.0,0.0,0.0,0.0
2020-06-23,Daily hospital occupancy,211.0,64.0,5.0,49799.0,6110.0,635.0,25.0,1819.0,64.0,0.0,0.0,0.0,0.0
2020-06-24,Daily hospital occupancy,197.0,82.0,2.0,49881.0,6112.0,600.0,23.0,1717.0,55.0,0.0,0.0,0.0,0.0
2020-06-25,Daily hospital occupancy,178.0,110.0,3.0,49991.0,6115.0,595.0,22.0,1663.0,56.0,0.0,0.0,0.0,0.0
2020-06-26,Daily hospital occupancy,190.0,91.0,3.0,50082.0,6118.0,579.0,22.0,1544.0,50.0,0.0,0.0,0.0,0.0
2020-06-27,Daily hospital occupancy,180.0,69.0,2.0,50151.0,6120.0,572.0,16.0,1434.0,48.0,0.0,0.0,0.0,0.0
2020-06-28,Daily hospital occupancy,178.0,73.0,0.0,50224.0,6120.0,554.0,15.0,1364.0,46.0,0.0,0.0,0.0,0.0
2020-06-29,Daily hospital occupancy,157.0,76.0,2.0,50300.0,6122.0,565.0,17.0,1275.0,42.0,0.0,0.0,0.0,0.0
2020-06-30,Daily hospital occupancy,160.0,50.0,6.0,50350.0,6128.0,551.0,18.0,1186.0,43.0,0.0,0.0,0.0,0.0
2020-07-01,Daily hospital occupancy,150.0,62.0,2.0,50412.0,6130.0,531.0,18.0,1131.0,41.0,0.0,0.0,0.0,0.0
2020-07-02,Daily hospital occupancy,125.0,77.0,3.0,50489.0,6133.0,498.0,18.0,1093.0,40.0,0.0,0.0,0.0,0.0
2020-07-03,Daily hospital occupancy,103.0,75.0,2.0,50564.0,6135.0,482.0,17.0,1061.0,39.0,0.0,0.0,0.0,0.0
2020-07-04,Daily hospital occupancy,75.0,62.0,6.0,50626.0,6141.0,475.0,21.0,1047.0,37.0,0.0,0.0,0.0,0.0
2020-07-05,Daily hospital occupancy,87.0,73.0,1.0,50699.0,6142.0,475.0,22.0,1029.0,37.0,0.0,0.0,0.0,0.0
2020-07-06,Daily hospital occupancy,81.0,36.0,1.0,50735.0,6143.0,435.0,21.0,1000.0,38.0,0.0,0.0,0.0,0.0
2020-07-07,Daily hospital occupancy,79.0,37.0,4.0,50772.0,6147.0,422.0,19.0,973.0,37.0,0.0,0.0,0.0,0.0
2020-07-08,Daily hospital occupancy,74.0,52.0,3.0,50824.0,6150.0,412.0,20.0,943.0,38.0,0.0,0.0,0.0,0.0
2020-07-09,Daily hospital occupancy,70.0,52.0,2.0,50876.0,6152.0,387.0,19.0,885.0,37.0,0.0,0.0,0.0,0.0
2020-07-10,Daily hospital occupancy,69.0,42.0,-1.0,50918.0,6151.0,354.0,16.0,836.0,33.0,0.0,0.0,0.0,0.0
2020-07-11,Daily hospital occupancy,77.0,81.0,1.0,50999.0,6152.0,373.0,11.0,848.0,32.0,0.0,0.0,0.0,0.0
2020-07-12,Daily hospital occupancy,83.0,101.0,0.0,51100.0,6152.0,401.0,10.0,876.0,32.0,0.0,0.0,0.0,0.0
2020-07-13,Daily hospital occupancy,94.0,71.0,0.0,51171.0,6152.0,436.0,9.0,871.0,30.0,0.0,0.0,0.0,0.0
2020-07-14,Daily hospital occupancy,94.0,53.0,-2.0,51224.0,6150.0,452.0,3.0,874.0,22.0,0.0,0.0,0.0,0.0
2020-07-15,Daily hospital occupancy,85.0,106.0,1.0,51330.0,6151.0,506.0,1.0,918.0,21.0,0.0,0.0,0.0,0.0
2020-07-16,Daily hospital occupancy,80.0,99.0,1.0,51429.0,6152.0,553.0,0.0,940.0,19.0,0.0,0.0,0.0,0.0
2020-07-17,Daily hospital occupancy,73.0,104.0,1.0,51533.0,6153.0,615.0,2.0,969.0,18.0,0.0,0.0,0.0,0.0
2020-07-18,Daily hospital occupancy,78.0,127.0,-2.0,51660.0,6151.0,661.0,-1.0,1034.0,10.0,0.0,0.0,0.0,0.0
2020-07-19,Daily hospital occupancy,73.0,144.0,0.0,51804.0,6151.0,704.0,-1.0,1105.0,9.0,0.0,0.0,0.0,0.0
2020-07-20,Daily hospital occupancy,81.0,185.0,0.0,51989.0,6151.0,818.0,-1.0,1254.0,8.0,0.0,0.0,0.0,0.0
2020-07-21,Daily hospital occupancy,90.0,163.0,0.0,52152.0,6151.0,928.0,1.0,1380.0,4.0,0.0,0.0,0.0,0.0
2020-07-22,Daily hospital occupancy,85.0,168.0,3.0,52320.0,6154.0,990.0,3.0,1496.0,4.0,0.0,0.0,0.0,0.0
2020-07-23,Daily hospital occupancy,91.0,165.0,0.0,52485.0,6154.0,1056.0,2.0,1609.0,2.0,0.0,0.0,0.0,0.0
2020-07-24,Daily hospital occupancy,74.0,194.0,0.0,52679.0,6154.0,1146.0,1.0,1761.0,3.0,0.0,0.0,0.0,0.0
2020-07-25,Daily hospital occupancy,91.0,146.0,1.0,52825.0,6155.0,1165.0,4.0,1826.0,3.0,0.0,0.0,0.0,0.0
2020-07-26,Daily hospital occupancy,67.0,294.0,19.0,53119.0,6174.0,1315.0,23.0,2019.0,22.0,0.0,0.0,0.0,0.0
2020-07-27,Daily hospital occupancy,70.0,146.0,-18.0,53265.0,6156.0,1276.0,5.0,2094.0,4.0,0.0,0.0,0.0,0.0
2020-07-28,Daily hospital occupancy,77.0,223.0,4.0,53488.0,6160.0,1336.0,9.0,2264.0,10.0,0.0,0.0,0.0,0.0
2020-07-29,Daily hospital occupancy,63.0,248.0,2.0,53736.0,6162.0,1416.0,8.0,2406.0,11.0,0.0,0.0,0.0,0.0
2020-07-30,Daily hospital occupancy,66.0,353.0,0.0,54089.0,6162.0,1604.0,8.0,2660.0,10.0,0.0,0.0,0.0,0.0
2020-07-31,Daily hospital occupancy,73.0,340.0,0.0,54429.0,6162.0,1750.0,8.0,2896.0,9.0,0.0,0.0,0.0,0.0
2020-08-01,Daily hospital occupancy,67.0,431.0,1.0,54860.0,6163.0,2035.0,8.0,3200.0,12.0,0.0,0.0,0.0,0.0
2020-08-02,Daily hospital occupancy,70.0,384.0,2.0,55244.0,6165.0,2125.0,-9.0,3440.0,14.0,0.0,0.0,0.0,0.0
2020-08-03,Daily hospital occupancy,82.0,376.0,0.0,55620.0,6165.0,2355.0,9.0,3631.0,14.0,0.0,0.0,0.0,0.0
2020-08-04,Daily hospital occupancy,83.0,485.0,1.0,56105.0,6166.0,2617.0,6.0,3953.0,15.0,0.0,0.0,0.0,0.0
2020-08-05,Daily hospital occupancy,88.0,432.0,3.0,56537.0,6169.0,2801.0,7.0,4217.0,15.0,0.0,0.0,0.0,0.0
2020-08-06,Daily hospital occupancy,79.0,621.0,0.0,57158.0,6169.0,3069.0,7.0,4673.0,15.0,0.0,0.0,0.0,0.0
2020-08-07,Daily hospital occupancy,78.0,519.0,1.0,57677.0,6170.0,3248.0,8.0,4998.0,16.0,0.0,0.0,0.0,0.0
2020-08-08,Daily hospital occupancy,79.0,487.0,4.0,58164.0,6174.0,3304.0,11.0,5339.0,19.0,0.0,0.0,0.0,0.0
2020-08-09,Daily hospital occupancy,87.0,589.0,0.0,58753.0,6174.0,3509.0,9.0,5634.0,0.0,0.0,0.0,0.0,0.0
2020-08-10,Daily hospital occupancy,99.0,630.0,0.0,59383.0,6174.0,3763.0,9.0,6118.0,18.0,0.0,0.0,0.0,0.0
2020-08-11,Daily hospital occupancy,97.0,246.0,-16.0,59629.0,6158.0,3524.0,-8.0,6141.0,-2.0,0.0,0.0,0.0,0.0
2020-08-12,Daily hospital occupancy,117.0,1246.0,20.0,60875.0,6178.0,4338.0,9.0,7139.0,16.0,0.0,0.0,0.0,0.0
2020-08-13,Daily hospital occupancy,127.0,592.0,4.0,61467.0,6182.0,4309.0,13.0,7378.0,20.0,0.0,0.0,0.0,0.0
2020-08-14,Daily hospital occupancy,120.0,642.0,2.0,62109.0,6184.0,4432.0,14.0,7680.0,22.0,0.0,0.0,0.0,0.0
2020-08-15,Daily hospital occupancy,124.0,686.0,2.0,62795.0,6186.0,4631.0,12.0,7935.0,23.0,0.0,0.0,0.0,0.0
2020-08-16,Daily hospital occupancy,122.0,524.0,3.0,63319.0,6189.0,4566.0,15.0,8075.0,24.0,0.0,0.0,0.0,0.0
2020-08-17,Daily hospital occupancy,126.0,491.0,0.0,63810.0,6189.0,4427.0,15.0,8190.0,24.0,0.0,0.0,0.0,0.0
2020-08-18,Daily hospital occupancy,129.0,496.0,3.0,64306.0,6192.0,4677.0,34.0,8201.0,26.0,0.0,0.0,0.0,0.0
2020-08-19,Daily hospital occupancy,125.0,567.0,6.0,64873.0,6198.0,3998.0,20.0,8336.0,29.0,0.0,0.0,0.0,0.0
2020-08-20,Daily hospital occupancy,138.0,534.0,10.0,65407.0,6208.0,3940.0,26.0,8249.0,39.0,0.0,0.0,0.0,0.0
2020-08-21,Daily hospital occupancy,133.0,535.0,4.0,65942.0,6212.0,3833.0,28.0,8265.0,42.0,0.0,0.0,0.0,0.0
2020-08-22,Daily hospital occupancy,131.0,523.0,5.0,66465.0,6217.0,3670.0,31.0,8301.0,43.0,0.0,0.0,0.0,0.0
2020-08-23,Daily hospital occupancy,129.0,485.0,0.0,66950.0,6217.0,3631.0,28.0,8197.0,43.0,0.0,0.0,0.0,0.0
2020-08-24,Daily hospital occupancy,121.0,586.0,2.0,67536.0,6219.0,3726.0,30.0,8153.0,45.0,0.0,0.0,0.0,0.0
2020-08-25,Daily hospital occupancy,120.0,415.0,5.0,67951.0,6224.0,3645.0,32.0,8322.0,66.0,0.0,0.0,0.0,0.0
2020-08-26,Daily hospital occupancy,120.0,605.0,8.0,68556.0,6232.0,3683.0,34.0,7681.0,54.0,0.0,0.0,0.0,0.0
2020-08-27,Daily hospital occupancy,107.0,512.0,3.0,69068.0,6235.0,3661.0,27.0,7601.0,53.0,0.0,0.0,0.0,0.0
2020-08-28,Daily hospital occupancy,100.0,507.0,2.0,69575.0,6237.0,3633.0,25.0,7466.0,53.0,0.0,0.0,0.0,0.0
2020-08-29,Daily hospital occupancy,96.0,501.0,4.0,70076.0,6241.0,3611.0,24.0,7281.0,55.0,0.0,0.0,0.0,0.0
2020-08-30,Daily hospital occupancy,94.0,524.0,0.0,70600.0,6241.0,3650.0,24.0,7281.0,52.0,0.0,0.0,0.0,0.0
2020-08-31,Daily hospital occupancy,94.0,543.0,0.0,71143.0,6241.0,3607.0,22.0,7333.0,52.0,0.0,0.0,0.0,0.0
2020-09-01,Daily hospital occupancy,93.0,468.0,8.0,71611.0,6249.0,3660.0,25.0,7305.0,57.0,0.0,0.0,0.0,0.0
2020-09-02,Daily hospital occupancy,90.0,747.0,5.0,72358.0,6254.0,3802.0,22.0,7485.0,56.0,0.0,0.0,0.0,0.0
2020-09-03,Daily hospital occupancy,95.0,610.0,0.0,72968.0,6254.0,3900.0,19.0,7561.0,46.0,0.0,0.0,0.0,0.0
2020-09-04,Daily hospital occupancy,95.0,751.0,2.0,73719.0,6256.0,4144.0,19.0,7777.0,44.0,0.0,0.0,0.0,0.0
2020-09-05,Daily hospital occupancy,99.0,654.0,4.0,74373.0,6260.0,4297.0,19.0,7908.0,43.0,0.0,0.0,0.0,0.0
2020-09-06,Daily hospital occupancy,105.0,925.0,2.0,75298.0,6262.0,4698.0,21.0,8348.0,45.0,0.0,0.0,0.0,0.0
2020-09-07,Daily hospital occupancy,109.0,802.0,0.0,76100.0,6262.0,4957.0,21.0,8564.0,43.0,0.0,0.0,0.0,0.0
2020-09-08,Daily hospital occupancy,116.0,975.0,1.0,77075.0,6263.0,5464.0,14.0,9124.0,39.0,0.0,0.0,0.0,0.0
2020-09-09,Daily hospital occupancy,122.0,1143.0,2.0,78218.0,6265.0,5860.0,11.0,9662.0,33.0,0.0,0.0,0.0,0.0
2020-09-10,Daily hospital occupancy,131.0,823.0,3.0,79041.0,6268.0,6073.0,14.0,9973.0,33.0,0.0,0.0,0.0,0.0
2020-09-11,Daily hospital occupancy,136.0,1271.0,3.0,80312.0,6271.0,6593.0,15.0,10737.0,34.0,0.0,0.0,0.0,0.0
2020-09-12,Daily hospital occupancy,138.0,1233.0,1.0,81545.0,6272.0,7172.0,12.0,11469.0,31.0,0.0,0.0,0.0,0.0
2020-09-13,Daily hospital occupancy,148.0,1103.0,1.0,82648.0,6273.0,7350.0,11.0,12048.0,32.0,0.0,0.0,0.0,0.0
2020-09-14,Daily hospital occupancy,166.0,1300.0,2.0,83948.0,6275.0,7848.0,13.0,12805.0,34.0,0.0,0.0,0.0,0.0
2020-09-15,Daily hospital occupancy,187.0,1379.0,2.0,85327.0,6277.0,8252.0,14.0,13716.0,28.0,0.0,0.0,0.0,0.0
2020-09-16,Daily hospital occupancy,191.0,1550.0,2.0,86877.0,6279.0,8659.0,14.0,14519.0,25.0,0.0,0.0,0.0,0.0
2020-09-17,Daily hospital occupancy,212.0,1761.0,6.0,88638.0,6285.0,9597.0,17.0,15670.0,31.0,0.0,0.0,0.0,0.0
2020-09-18,Daily hospital occupancy,230.0,1983.0,8.0,90621.0,6293.0,10309.0,22.0,16902.0,37.0,0.0,0.0,0.0,0.0
2020-09-19,Daily hospital occupancy,260.0,1897.0,2.0,92518.0,6295.0,10973.0,23.0,18145.0,35.0,0.0,0.0,0.0,0.0
2020-09-20,Daily hospital occupancy,276.0,1844.0,4.0,94362.0,6299.0,11714.0,26.0,19064.0,37.0,0.0,0.0,0.0,0.0
2020-09-21,Daily hospital occupancy,325.0,2224.0,2.0,96586.0,6301.0,12638.0,26.0,20486.0,39.0,0.0,0.0,0.0,0.0
2020-09-22,Daily hospital occupancy,329.0,2248.0,10.0,98834.0,6311.0,13507.0,34.0,21759.0,48.0,0.0,0.0,0.0,0.0
2020-09-23,Daily hospital occupancy,371.0,2379.0,6.0,101213.0,6317.0,14336.0,38.0,22995.0,52.0,0.0,0.0,0.0,0.0
2020-09-24,Daily hospital occupancy,395.0,2546.0,17.0,103759.0,6334.0,15121.0,49.0,24718.0,66.0,0.0,0.0,0.0,0.0
2020-09-25,Daily hospital occupancy,431.0,2786.0,16.0,106545.0,6350.0,15924.0,57.0,26233.0,79.0,0.0,0.0,0.0,0.0
2020-09-26,Daily hospital occupancy,433.0,2719.0,38.0,109264.0,6388.0,16746.0,93.0,27719.0,116.0,0.0,0.0,0.0,0.0
2020-09-27,Daily hospital occupancy,490.0,3006.0,8.0,112270.0,6396.0,17908.0,97.0,29622.0,123.0,0.0,0.0,0.0,0.0
2020-09-28,Daily hospital occupancy,518.0,2915.0,6.0,115185.0,6402.0,18599.0,101.0,31237.0,127.0,0.0,0.0,0.0,0.0
2020-09-29,Daily hospital occupancy,551.0,3025.0,13.0,118210.0,6415.0,19376.0,104.0,32883.0,138.0,0.0,0.0,0.0,0.0
2020-09-30,Daily hospital occupancy,551.0,3302.0,13.0,121512.0,6428.0,20299.0,111.0,34635.0,149.0,0.0,0.0,0.0,0.0
2020-10-01,Daily hospital occupancy,539.0,3253.0,13.0,124765.0,6441.0,21006.0,107.0,36127.0,156.0,0.0,0.0,0.0,0.0
2020-10-02,Daily hospital occupancy,573.0,3831.0,9.0,128596.0,6450.0,22051.0,100.0,37975.0,157.0,0.0,0.0,0.0,0.0
2020-10-03,Daily hospital occupancy,585.0,3971.0,21.0,132567.0,6471.0,23303.0,83.0,40049.0,176.0,0.0,0.0,0.0,0.0
2020-10-04,Daily hospital occupancy,647.0,4004.0,5.0,136571.0,6476.0,24301.0,80.0,42209.0,177.0,0.0,0.0,0.0,0.0
2020-10-05,Daily hospital occupancy,715.0,4586.0,0.0,141157.0,6476.0,25972.0,74.0,44571.0,175.0,0.0,0.0,0.0,0.0
2020-10-06,Daily hospital occupancy,785.0,4531.0,28.0,145688.0,6504.0,27478.0,89.0,46854.0,193.0,0.0,0.0,0.0,0.0
2020-10-07,Daily hospital occupancy,811.0,4998.0,36.0,150686.0,6540.0,29174.0,112.0,49473.0,223.0,0.0,0.0,0.0,0.0
2020-10-08,Daily hospital occupancy,842.0,5823.0,13.0,156509.0,6553.0,31744.0,112.0,52750.0,219.0,0.0,0.0,0.0,0.0
